Trip_ID,Date,Time,Pickup_Location,Drop_Location,Distance_km,Payment_Type,Passenger_Count,Driver_Rating,Fare_Amount,DateTime,Hour,DayOfWeek,Month,Year,DayOfMonth,Weekend,Time_Category,Peak_Hour,Fare_per_km,Trip_Category,Trip_Efficiency,Rating_Category,Rating_Bin,Route,Same_Location_Trip,Route_Popularity,Payment_Type_Encoded,Passenger_Group,Time_Multiplier,Day_Premium,Is_Weekend,Final_Multiplier
UBER1480,2025-07-03,14:22,Mayur Vihar,Mayur Vihar,3.64,Cash,4,4.1,48.06,2025-07-03 14:22:00,14,Thursday,July,2025,3,False,Afternoon,Off-Peak,13.203296703296704,Short,3.627279314092501,Good,Good,Mayur Vihar to Mayur Vihar,True,4,0,Large Group,1.0,1.0,0,1.0
UBER1481,2025-12-18,05:38,Chandni Chowk,IGI Airport,17.97,Card,3,3.0,329.24,2025-12-18 05:38:00,5,Thursday,December,2025,18,False,Morning,Off-Peak,18.321647189760714,Long,1.0195685692688212,Average,Very Poor,Chandni Chowk to IGI Airport,False,3,1,Small Group,1.0,1.0,0,1.0
UBER1482,2024-06-17,08:51,Rajouri Garden,Mayur Vihar,4.17,Cash,3,4.0,53.27,2024-06-17 08:51:00,8,Monday,June,2024,17,False,Morning,Peak,12.774580335731416,Short,3.0634485217581333,Good,Average,Rajouri Garden to Mayur Vihar,False,1,0,Small Group,1.3,1.0,0,1.3
UBER1483,2025-06-08,17:27,Vasant Kunj,IGI Airport,20.29,Card,4,4.8,379.4,2025-06-08 17:27:00,17,Sunday,June,2025,8,True,Evening,Peak,18.698866436668308,Long,0.9215804059471813,Excellent,Excellent,Vasant Kunj to IGI Airport,False,8,1,Large Group,1.35,1.25,1,1.6875
UBER1484,2024-09-07,16:19,Rajouri Garden,Janakpuri,22.89,Cash,3,4.3,376.84,2024-09-07 16:19:00,16,Saturday,September,2024,7,True,Afternoon,Off-Peak,16.463084316295323,Long,0.7192260513890486,Good,Good,Rajouri Garden to Janakpuri,False,6,0,Small Group,1.0,1.25,1,1.25
UBER1485,2024-03-12,00:56,Mayur Vihar,Gurugram Cyber City,6.1,Card,3,4.7,105.23,2024-03-12 00:56:00,0,Tuesday,March,2024,12,False,Night,Off-Peak,17.25081967213115,Medium,2.828003224939533,Excellent,Excellent,Mayur Vihar to Gurugram Cyber City,False,3,1,Small Group,1.4,1.0,0,1.4
UBER1486,2024-03-14,08:51,Hauz Khas,Okhla,21.29,Wallet,2,4.8,425.0,2024-03-14 08:51:00,8,Thursday,March,2024,14,False,Morning,Peak,19.962423673085958,Long,0.937643197420665,Excellent,Excellent,Hauz Khas to Okhla,False,2,2,Couple,1.3,1.0,0,1.3
UBER1487,2024-08-12,19:02,Noida Sector 15,Dwarka,14.31,Card,4,4.0,232.82,2024-08-12 19:02:00,19,Monday,August,2024,12,False,Evening,Peak,16.26974143955276,Medium,1.1369490873202488,Good,Average,Noida Sector 15 to Dwarka,False,4,1,Large Group,1.35,1.0,0,1.35
UBER1488,2025-07-30,11:09,Janakpuri,IGI Airport,27.45,Wallet,4,4.7,445.29,2025-07-30 11:09:00,11,Wednesday,July,2025,30,False,Morning,Off-Peak,16.221857923497268,Long,0.5909602157922502,Excellent,Excellent,Janakpuri to IGI Airport,False,4,2,Large Group,1.0,1.0,0,1.0
UBER1489,2024-10-13,04:07,Connaught Place,Janakpuri,3.29,Cash,3,4.0,56.4,2024-10-13 04:07:00,4,Sunday,October,2024,13,True,Night,Off-Peak,17.142857142857142,Short,5.210594876248371,Good,Average,Connaught Place to Janakpuri,False,4,0,Small Group,1.4,1.25,1,1.75
UBER1490,2025-05-31,22:39,Connaught Place,Karol Bagh,11.75,Card,1,4.3,175.39,2025-05-31 22:39:00,22,Saturday,May,2025,31,True,Night,Off-Peak,14.926808510638297,Medium,1.2703666817564507,Good,Good,Connaught Place to Karol Bagh,False,10,1,Solo,1.4,1.25,1,1.75
UBER1491,2025-08-23,11:15,Rohini,Pitampura,4.07,Card,4,3.0,78.01,2025-08-23 11:15:00,11,Saturday,August,2025,23,True,Morning,Off-Peak,19.167076167076168,Short,4.709355323605938,Average,Very Poor,Rohini to Pitampura,False,10,1,Large Group,1.0,1.25,1,1.25
UBER1492,2025-01-03,21:41,Rohini,IGI Airport,14.98,Cash,4,3.6,209.04,2025-01-03 21:41:00,21,Friday,January,2025,3,False,Night,Off-Peak,13.954606141522028,Medium,0.9315491416236333,Average,Average,Rohini to IGI Airport,False,6,0,Large Group,1.2,1.15,0,1.38
UBER1493,2024-08-18,22:42,Lajpat Nagar,Saket,26.49,Wallet,1,4.7,395.04,2024-08-18 22:42:00,22,Sunday,August,2024,18,True,Night,Off-Peak,14.912797281993207,Long,0.5629595047940056,Excellent,Excellent,Lajpat Nagar to Saket,False,4,2,Solo,1.4,1.25,1,1.75
UBER1494,2025-09-13,05:34,Chandni Chowk,Chandni Chowk,15.56,Card,3,4.5,214.11,2025-09-13 05:34:00,5,Saturday,September,2025,13,True,Morning,Off-Peak,13.760282776349614,Long,0.8843369393540883,Excellent,Good,Chandni Chowk to Chandni Chowk,True,5,1,Small Group,1.0,1.25,1,1.25
UBER1495,2025-07-11,23:52,Mayur Vihar,IGI Airport,9.61,Card,3,4.6,159.33,2025-07-11 23:52:00,23,Friday,July,2025,11,False,Night,Off-Peak,16.579604578564,Medium,1.7252450133781476,Excellent,Excellent,Mayur Vihar to IGI Airport,False,8,1,Small Group,1.4,1.15,0,1.6099999999999999
UBER1496,2024-07-27,04:28,Pitampura,Kalkaji,19.56,Wallet,3,3.4,346.85,2024-07-27 04:28:00,4,Saturday,July,2024,27,True,Night,Off-Peak,17.732617586912067,Long,0.9065755412531732,Average,Poor,Pitampura to Kalkaji,False,4,2,Small Group,1.4,1.25,1,1.75
UBER1497,2024-04-26,20:15,Lajpat Nagar,Vasant Kunj,13.82,Card,2,4.5,245.08,2024-04-26 20:15:00,20,Friday,April,2024,26,False,Evening,Off-Peak,17.733719247467437,Medium,1.2831924202219565,Excellent,Good,Lajpat Nagar to Vasant Kunj,False,4,1,Couple,1.2,1.15,0,1.38
UBER1498,2024-03-01,04:37,IGI Airport,Kalkaji,11.01,Card,2,4.5,134.58,2024-03-01 04:37:00,4,Friday,March,2024,1,False,Night,Off-Peak,12.223433242506813,Medium,1.1102119203003464,Excellent,Good,IGI Airport to Kalkaji,False,6,1,Couple,1.4,1.15,0,1.6099999999999999
UBER1499,2025-09-23,17:28,Indraprastha,Hauz Khas,4.41,Wallet,4,4.7,55.91,2025-09-23 17:28:00,17,Tuesday,September,2025,23,False,Evening,Peak,12.678004535147391,Short,2.874830960350882,Excellent,Excellent,Indraprastha to Hauz Khas,False,4,2,Large Group,1.35,1.0,0,1.35
UBER1500,2025-07-29,00:17,Vasant Kunj,Saket,22.3,Cash,1,3.5,362.3,2025-07-29 00:17:00,0,Tuesday,July,2025,29,False,Night,Off-Peak,16.246636771300448,Long,0.7285487341390335,Average,Poor,Vasant Kunj to Saket,False,7,0,Solo,1.4,1.0,0,1.4
UBER1501,2024-11-08,02:24,Indraprastha,Saket,27.34,Card,1,3.5,362.22,2024-11-08 02:24:00,2,Friday,November,2024,8,False,Night,Off-Peak,13.248719824433067,Long,0.484591068925862,Average,Poor,Indraprastha to Saket,False,5,1,Solo,1.4,1.15,0,1.6099999999999999
UBER1502,2024-11-08,12:51,Rohini,Connaught Place,15.35,Card,4,4.3,251.68,2024-11-08 12:51:00,12,Friday,November,2024,8,False,Afternoon,Off-Peak,16.39609120521173,Long,1.0681492641831745,Good,Good,Rohini to Connaught Place,False,4,1,Large Group,1.0,1.15,0,1.15
UBER1503,2025-10-05,03:16,Dwarka,Indraprastha,12.91,Card,1,4.4,212.44,2025-10-05 03:16:00,3,Sunday,October,2025,5,True,Night,Off-Peak,16.455460883036405,Medium,1.2746290381902714,Good,Good,Dwarka to Indraprastha,False,10,1,Solo,1.4,1.25,1,1.75
UBER1504,2025-08-11,00:29,IGI Airport,Saket,28.38,Wallet,3,3.5,386.11,2025-08-11 00:29:00,0,Monday,August,2025,11,False,Night,Off-Peak,13.605003523608175,Long,0.4793870163357356,Average,Poor,IGI Airport to Saket,False,6,2,Small Group,1.4,1.0,0,1.4
UBER1505,2025-08-25,22:33,Okhla,Indraprastha,19.69,Cash,1,4.8,323.31,2025-08-25 22:33:00,22,Monday,August,2025,25,False,Night,Off-Peak,16.420010157440323,Long,0.8339263665535969,Excellent,Excellent,Okhla to Indraprastha,False,3,0,Solo,1.4,1.0,0,1.4
UBER1506,2025-03-04,09:38,Mayur Vihar,Mayur Vihar,23.78,Card,4,4.9,448.43,2025-03-04 09:38:00,9,Tuesday,March,2025,4,False,Morning,Peak,18.85744322960471,Long,0.7929959305973384,Excellent,Excellent,Mayur Vihar to Mayur Vihar,True,4,1,Large Group,1.3,1.0,0,1.3
UBER1507,2024-01-20,09:51,Kalkaji,Pitampura,11.94,Wallet,4,3.7,203.5,2024-01-20 09:51:00,9,Saturday,January,2024,20,True,Morning,Peak,17.04355108877722,Medium,1.4274330895123302,Average,Average,Kalkaji to Pitampura,False,7,2,Large Group,1.3,1.25,1,1.625
UBER1508,2024-01-12,12:32,Noida Sector 15,Okhla,8.96,Card,2,4.2,136.97,2024-01-12 12:32:00,12,Friday,January,2024,12,False,Afternoon,Off-Peak,15.286830357142856,Medium,1.7061194595025506,Good,Good,Noida Sector 15 to Okhla,False,7,1,Couple,1.0,1.15,0,1.15
UBER1509,2025-09-06,23:13,Rajouri Garden,Saket,17.67,Card,3,3.3,279.58,2025-09-06 23:13:00,23,Saturday,September,2025,6,True,Night,Off-Peak,15.822297679683077,Long,0.8954328058677462,Average,Poor,Rajouri Garden to Saket,False,11,1,Small Group,1.4,1.25,1,1.75
UBER1510,2025-01-26,18:03,Rajouri Garden,Karol Bagh,27.62,Wallet,3,3.4,488.31,2025-01-26 18:03:00,18,Sunday,January,2025,26,True,Evening,Peak,17.67958001448226,Long,0.640100652226005,Average,Poor,Rajouri Garden to Karol Bagh,False,7,2,Small Group,1.35,1.25,1,1.6875
UBER1511,2025-06-24,13:36,Noida Sector 15,Mayur Vihar,29.35,Wallet,1,3.6,539.04,2025-06-24 13:36:00,13,Tuesday,June,2025,24,False,Afternoon,Off-Peak,18.365928449744462,Long,0.6257556541650583,Average,Average,Noida Sector 15 to Mayur Vihar,False,6,2,Solo,1.0,1.0,0,1.0
UBER1512,2024-04-20,22:06,Indraprastha,Gurugram Cyber City,26.33,Card,3,3.7,337.27,2024-04-20 22:06:00,22,Saturday,April,2024,20,True,Night,Off-Peak,12.809342954804405,Long,0.48649232642629725,Average,Average,Indraprastha to Gurugram Cyber City,False,7,1,Small Group,1.4,1.25,1,1.75
UBER1513,2024-07-17,23:29,Karol Bagh,Janakpuri,27.06,Cash,3,4.0,524.26,2024-07-17 23:29:00,23,Wednesday,July,2024,17,False,Night,Off-Peak,19.3739837398374,Long,0.7159639223886697,Good,Average,Karol Bagh to Janakpuri,False,6,0,Small Group,1.4,1.0,0,1.4
UBER1514,2025-04-01,15:48,Noida Sector 15,Rajouri Garden,17.15,Card,4,4.0,208.29,2025-04-01 15:48:00,15,Tuesday,April,2025,1,False,Afternoon,Off-Peak,12.145189504373178,Long,0.7081743151238006,Good,Average,Noida Sector 15 to Rajouri Garden,False,5,1,Large Group,1.0,1.0,0,1.0
UBER1515,2025-01-13,13:14,Lajpat Nagar,Hauz Khas,10.43,Card,1,4.9,202.05,2025-01-13 13:14:00,13,Monday,January,2025,13,False,Afternoon,Off-Peak,19.372003835091085,Medium,1.8573349793951186,Excellent,Excellent,Lajpat Nagar to Hauz Khas,False,5,1,Solo,1.0,1.0,0,1.0
UBER1516,2024-09-02,12:22,Noida Sector 15,Lajpat Nagar,17.86,Cash,2,3.1,336.92,2024-09-02 12:22:00,12,Monday,September,2024,2,False,Afternoon,Off-Peak,18.864501679731244,Long,1.0562430951697226,Average,Poor,Noida Sector 15 to Lajpat Nagar,False,6,0,Couple,1.0,1.0,0,1.0
UBER1517,2024-06-22,15:17,Mayur Vihar,Rohini,3.7,Cash,1,3.3,249.21,2024-06-22 15:17:00,15,Saturday,June,2024,22,True,Afternoon,Off-Peak,67.35405405405405,Short,18.20379839298758,Average,Poor,Mayur Vihar to Rohini,False,5,0,Solo,1.0,1.25,1,1.25
UBER1518,2024-05-09,21:28,Gurugram Cyber City,IGI Airport,6.95,Card,2,4.2,103.81,2024-05-09 21:28:00,21,Thursday,May,2024,9,False,Night,Off-Peak,14.936690647482015,Medium,2.149164121939858,Good,Good,Gurugram Cyber City to IGI Airport,False,3,1,Couple,1.2,1.0,0,1.2
UBER1519,2025-09-29,19:57,Noida Sector 15,Karol Bagh,25.38,Cash,4,4.5,398.99,2025-09-29 19:57:00,19,Monday,September,2025,29,False,Evening,Peak,15.720646178092988,Long,0.6194108029193455,Excellent,Good,Noida Sector 15 to Karol Bagh,False,4,0,Large Group,1.35,1.0,0,1.35
UBER1520,2025-12-15,16:46,Gurugram Cyber City,Karol Bagh,25.32,Wallet,1,3.4,307.48,2025-12-15 16:46:00,16,Monday,December,2025,15,False,Afternoon,Off-Peak,12.143759873617695,Long,0.47961136941618066,Average,Poor,Gurugram Cyber City to Karol Bagh,False,3,2,Solo,1.0,1.0,0,1.0
UBER1521,2025-10-30,21:52,Okhla,Noida Sector 15,26.42,Card,3,3.2,418.3,2025-10-30 21:52:00,21,Thursday,October,2025,30,False,Night,Off-Peak,15.832702498107494,Long,0.5992695873621307,Average,Poor,Okhla to Noida Sector 15,False,5,1,Small Group,1.2,1.0,0,1.2
UBER1522,2024-07-24,16:10,Noida Sector 15,Karol Bagh,16.67,Wallet,3,4.6,207.22,2024-07-24 16:10:00,16,Wednesday,July,2024,24,False,Afternoon,Off-Peak,12.430713857228554,Long,0.7456936926951742,Excellent,Excellent,Noida Sector 15 to Karol Bagh,False,4,2,Small Group,1.0,1.0,0,1.0
UBER1523,2025-06-02,22:59,Mayur Vihar,Vasant Kunj,13.41,Card,3,4.3,231.19,2025-06-02 22:59:00,22,Monday,June,2025,2,False,Night,Off-Peak,17.240119313944817,Medium,1.2856166527923054,Good,Good,Mayur Vihar to Vasant Kunj,False,8,1,Small Group,1.4,1.0,0,1.4
UBER1524,2024-11-10,11:26,Janakpuri,Connaught Place,22.07,Cash,3,4.0,303.55,2024-11-10 11:26:00,11,Sunday,November,2024,10,True,Morning,Off-Peak,13.75396465790666,Long,0.6231973111874336,Good,Average,Janakpuri to Connaught Place,False,9,0,Small Group,1.0,1.25,1,1.25
UBER1525,2025-11-06,14:42,Dwarka,Noida Sector 15,19.26,Card,1,4.7,349.2,2025-11-06 14:42:00,14,Thursday,November,2025,6,False,Afternoon,Off-Peak,18.130841121495326,Long,0.9413728515833502,Excellent,Excellent,Dwarka to Noida Sector 15,False,7,1,Solo,1.0,1.0,0,1.0
UBER1526,2024-01-27,18:50,Greater Kailash,Noida Sector 15,5.77,Wallet,1,3.5,94.92,2024-01-27 18:50:00,18,Saturday,January,2024,27,True,Evening,Peak,16.450606585788563,Medium,2.85105833375885,Average,Poor,Greater Kailash to Noida Sector 15,False,9,2,Solo,1.35,1.25,1,1.6875
UBER1527,2024-03-11,19:44,Janakpuri,Mayur Vihar,12.44,Card,4,3.8,185.36,2024-03-11 19:44:00,19,Monday,March,2024,11,False,Evening,Peak,14.900321543408362,Medium,1.1977750436823442,Average,Average,Janakpuri to Mayur Vihar,False,4,1,Large Group,1.35,1.0,0,1.35
UBER1528,2025-03-16,21:57,Saket,Gurugram Cyber City,21.64,Card,1,3.6,337.72,2025-03-16 21:57:00,21,Sunday,March,2025,16,True,Night,Off-Peak,15.606284658040666,Long,0.721177664419624,Average,Average,Saket to Gurugram Cyber City,False,6,1,Solo,1.2,1.25,1,1.5
UBER1529,2025-05-12,17:57,Lajpat Nagar,IGI Airport,28.21,Card,3,4.7,428.95,2025-05-12 17:57:00,17,Monday,May,2025,12,False,Evening,Peak,15.20560085076214,Long,0.5390145640114193,Excellent,Excellent,Lajpat Nagar to IGI Airport,False,6,1,Small Group,1.35,1.0,0,1.35
UBER1530,2025-05-04,15:01,Mayur Vihar,Lajpat Nagar,11.32,Cash,4,4.7,141.91,2025-05-04 15:01:00,15,Sunday,May,2025,4,True,Afternoon,Off-Peak,12.536219081272085,Medium,1.107439848168912,Excellent,Excellent,Mayur Vihar to Lajpat Nagar,False,2,0,Large Group,1.0,1.25,1,1.25
UBER1531,2024-08-15,21:40,Lajpat Nagar,Vasant Kunj,17.36,Card,1,3.4,308.25,2024-08-15 21:40:00,21,Thursday,August,2024,15,False,Night,Off-Peak,17.756336405529954,Long,1.0228304381065643,Average,Poor,Lajpat Nagar to Vasant Kunj,False,4,1,Solo,1.2,1.0,0,1.2
UBER1532,2025-06-09,10:00,Greater Kailash,Connaught Place,27.77,Wallet,4,4.2,383.43,2025-06-09 10:00:00,10,Monday,June,2025,9,False,Morning,Off-Peak,13.80734605689593,Long,0.49720367507727514,Good,Good,Greater Kailash to Connaught Place,False,7,2,Large Group,1.0,1.0,0,1.0
UBER1533,2024-09-28,16:11,Hauz Khas,Greater Kailash,22.41,Cash,4,4.4,421.65,2024-09-28 16:11:00,16,Saturday,September,2024,28,True,Afternoon,Off-Peak,18.815261044176705,Long,0.8395921929574611,Good,Good,Hauz Khas to Greater Kailash,False,5,0,Large Group,1.0,1.25,1,1.25
UBER1534,2024-08-24,11:30,Karol Bagh,Pitampura,25.66,Wallet,4,3.9,453.18,2024-08-24 11:30:00,11,Saturday,August,2024,24,True,Morning,Off-Peak,17.66095089633671,Long,0.6882677668096926,Average,Average,Karol Bagh to Pitampura,False,7,2,Large Group,1.0,1.25,1,1.25
UBER1535,2024-07-31,18:19,Rajouri Garden,Lajpat Nagar,28.34,Cash,2,3.7,389.41,2024-07-31 18:19:00,18,Wednesday,July,2024,31,False,Evening,Peak,13.740649258997884,Long,0.48485000913895143,Average,Average,Rajouri Garden to Lajpat Nagar,False,8,0,Couple,1.35,1.0,0,1.35
UBER1536,2025-05-17,00:30,Saket,Kalkaji,18.15,Card,3,3.1,235.44,2025-05-17 00:30:00,0,Saturday,May,2025,17,True,Night,Off-Peak,12.971900826446282,Long,0.7147052796940101,Average,Poor,Saket to Kalkaji,False,7,1,Small Group,1.4,1.25,1,1.75
UBER1537,2025-07-19,06:18,Lajpat Nagar,Chandni Chowk,9.03,Card,2,3.4,146.01,2025-07-19 06:18:00,6,Saturday,July,2025,19,True,Morning,Off-Peak,16.169435215946844,Medium,1.790635129119252,Average,Poor,Lajpat Nagar to Chandni Chowk,False,5,1,Couple,1.0,1.25,1,1.25
UBER1538,2025-03-07,17:14,Vasant Kunj,Mayur Vihar,6.75,Cash,1,3.5,108.84,2025-03-07 17:14:00,17,Friday,March,2025,7,False,Evening,Peak,16.124444444444446,Medium,2.38880658436214,Average,Poor,Vasant Kunj to Mayur Vihar,False,3,0,Solo,1.35,1.15,0,1.5525
UBER1539,2024-02-03,20:23,Saket,Chandni Chowk,26.12,Cash,4,4.0,317.26,2024-02-03 20:23:00,20,Saturday,February,2024,3,True,Evening,Off-Peak,12.146248085758039,Long,0.46501715489119594,Good,Average,Saket to Chandni Chowk,False,6,0,Large Group,1.2,1.25,1,1.5
UBER1540,2024-06-01,11:40,Lajpat Nagar,Connaught Place,13.88,Wallet,4,4.2,239.91,2024-06-01 11:40:00,11,Saturday,June,2024,1,True,Morning,Off-Peak,17.28458213256484,Medium,1.24528689715885,Good,Good,Lajpat Nagar to Connaught Place,False,5,2,Large Group,1.0,1.25,1,1.25
UBER1541,2025-05-28,12:33,Kalkaji,Greater Kailash,26.7,Cash,4,4.4,469.96,2025-05-28 12:33:00,12,Wednesday,May,2025,28,False,Afternoon,Off-Peak,17.601498127340825,Long,0.65923213960078,Good,Good,Kalkaji to Greater Kailash,False,2,0,Large Group,1.0,1.0,0,1.0
UBER1542,2024-08-11,12:11,Connaught Place,Saket,9.42,Card,1,4.8,151.61,2024-08-11 12:11:00,12,Sunday,August,2024,11,True,Afternoon,Off-Peak,16.09447983014862,Medium,1.708543506385204,Excellent,Excellent,Connaught Place to Saket,False,2,1,Solo,1.0,1.25,1,1.25
UBER1543,2024-04-21,17:52,Greater Kailash,Vasant Kunj,18.97,Wallet,4,3.3,358.45,2024-04-21 17:52:00,17,Sunday,April,2024,21,True,Evening,Peak,18.89562467053242,Long,0.9960793184255362,Average,Poor,Greater Kailash to Vasant Kunj,False,4,2,Large Group,1.35,1.25,1,1.6875
UBER1544,2024-08-03,16:58,Dwarka,Vasant Kunj,8.42,Card,1,4.4,135.46,2024-08-03 16:58:00,16,Saturday,August,2024,3,True,Afternoon,Off-Peak,16.08788598574822,Medium,1.9106752952195034,Good,Good,Dwarka to Vasant Kunj,False,4,1,Solo,1.0,1.25,1,1.25
UBER1545,2025-01-23,09:51,Okhla,Connaught Place,29.89,Card,2,3.4,369.08,2025-01-23 09:51:00,9,Thursday,January,2025,23,False,Morning,Peak,12.347942455670792,Long,0.41311282889497464,Average,Poor,Okhla to Connaught Place,False,7,1,Couple,1.3,1.0,0,1.3
UBER1546,2025-10-29,01:41,Greater Kailash,Gurugram Cyber City,15.21,Cash,1,3.0,210.4,2025-10-29 01:41:00,1,Wednesday,October,2025,29,False,Night,Off-Peak,13.833004602235372,Long,0.9094677582008791,Average,Very Poor,Greater Kailash to Gurugram Cyber City,False,6,0,Solo,1.4,1.0,0,1.4
UBER1547,2024-04-05,22:36,Chandni Chowk,Rajouri Garden,22.33,Wallet,3,3.7,351.67,2024-04-05 22:36:00,22,Friday,April,2024,5,False,Night,Off-Peak,15.748768472906406,Long,0.7052740023692973,Average,Average,Chandni Chowk to Rajouri Garden,False,3,2,Small Group,1.4,1.15,0,1.6099999999999999
UBER1548,2024-06-18,21:20,Kalkaji,Karol Bagh,14.38,Wallet,2,3.1,227.41,2024-06-18 21:20:00,21,Tuesday,June,2024,18,False,Night,Off-Peak,15.81432545201669,Medium,1.099744468151369,Average,Poor,Kalkaji to Karol Bagh,False,3,2,Couple,1.2,1.0,0,1.2
UBER1549,2025-11-15,10:08,Hauz Khas,Saket,19.4,Cash,4,4.6,355.02,2025-11-15 10:08:00,10,Saturday,November,2025,15,True,Morning,Off-Peak,18.3,Long,0.943298969072165,Excellent,Excellent,Hauz Khas to Saket,False,3,0,Large Group,1.0,1.25,1,1.25
UBER1550,2024-03-29,03:39,Karol Bagh,IGI Airport,28.85,Card,2,3.1,469.06,2024-03-29 03:39:00,3,Friday,March,2024,29,False,Night,Off-Peak,16.25857885615251,Long,0.5635555929342291,Average,Poor,Karol Bagh to IGI Airport,False,3,1,Couple,1.4,1.15,0,1.6099999999999999
UBER1551,2024-04-29,14:23,Mayur Vihar,Indraprastha,18.21,Wallet,4,4.9,252.4,2024-04-29 14:23:00,14,Monday,April,2024,29,False,Afternoon,Off-Peak,13.86051619989017,Long,0.7611486106474558,Excellent,Excellent,Mayur Vihar to Indraprastha,False,3,2,Large Group,1.0,1.0,0,1.0
UBER1552,2025-03-30,19:10,Vasant Kunj,Saket,9.55,Cash,4,3.4,115.59,2025-03-30 19:10:00,19,Sunday,March,2025,30,True,Evening,Peak,12.103664921465969,Medium,1.2673994682163316,Average,Poor,Vasant Kunj to Saket,False,7,0,Large Group,1.35,1.25,1,1.6875
UBER1553,2024-01-12,06:52,Rohini,Okhla,7.14,Card,3,3.7,89.9,2024-01-12 06:52:00,6,Friday,January,2024,12,False,Morning,Off-Peak,12.591036414565828,Medium,1.7634504782305083,Average,Average,Rohini to Okhla,False,9,1,Small Group,1.0,1.15,0,1.15
UBER1554,2024-06-30,19:56,Chandni Chowk,IGI Airport,17.89,Wallet,2,4.9,252.3,2024-06-30 19:56:00,19,Sunday,June,2024,30,True,Evening,Peak,14.102850754611515,Long,0.7883091534159594,Excellent,Excellent,Chandni Chowk to IGI Airport,False,3,2,Couple,1.35,1.25,1,1.6875
UBER1555,2024-06-01,12:24,Gurugram Cyber City,Connaught Place,24.76,Card,3,3.0,366.76,2024-06-01 12:24:00,12,Saturday,June,2024,1,True,Afternoon,Off-Peak,14.812600969305329,Long,0.598247212007485,Average,Very Poor,Gurugram Cyber City to Connaught Place,False,9,1,Small Group,1.0,1.25,1,1.25
UBER1556,2024-08-06,02:55,Rajouri Garden,Saket,28.13,Wallet,3,3.4,465.21,2024-08-06 02:55:00,2,Tuesday,August,2024,6,False,Night,Off-Peak,16.537859936011376,Long,0.5879082806971695,Average,Poor,Rajouri Garden to Saket,False,11,2,Small Group,1.4,1.0,0,1.4
UBER1557,2025-09-18,15:20,Lajpat Nagar,Mayur Vihar,13.45,Cash,1,3.1,197.74,2025-09-18 15:20:00,15,Thursday,September,2025,18,False,Afternoon,Off-Peak,14.701858736059481,Medium,1.0930749989635302,Average,Poor,Lajpat Nagar to Mayur Vihar,False,7,0,Solo,1.0,1.0,0,1.0
UBER1558,2025-04-16,18:28,Unknown,Rohini,26.75,Card,2,3.1,378.04,2025-04-16 18:28:00,18,Wednesday,April,2025,16,False,Evening,Peak,14.132336448598132,Long,0.528311642938248,Average,Poor,Unknown to Rohini,False,3,1,Couple,1.35,1.0,0,1.35
UBER1559,2025-05-03,19:20,Janakpuri,Noida Sector 15,11.46,Cash,1,3.6,148.2,2025-05-03 19:20:00,19,Saturday,May,2025,3,True,Evening,Peak,12.931937172774868,Medium,1.1284412890728506,Average,Average,Janakpuri to Noida Sector 15,False,3,0,Solo,1.35,1.25,1,1.6875
UBER1560,2025-05-19,15:56,Vasant Kunj,Kalkaji,11.47,Wallet,1,4.9,152.46,2025-05-19 15:56:00,15,Monday,May,2025,19,False,Afternoon,Off-Peak,13.292066259808195,Medium,1.1588549485447424,Excellent,Excellent,Vasant Kunj to Kalkaji,False,7,2,Solo,1.0,1.0,0,1.0
UBER1561,2024-05-30,19:00,Saket,Mayur Vihar,2.87,Cash,3,3.9,53.76,2024-05-30 19:00:00,19,Thursday,May,2024,30,False,Evening,Peak,18.73170731707317,Short,6.5267272881788045,Average,Average,Saket to Mayur Vihar,False,3,0,Small Group,1.35,1.0,0,1.35
UBER1562,2024-10-01,05:08,Noida Sector 15,Gurugram Cyber City,14.35,Cash,3,4.7,190.1,2024-10-01 05:08:00,5,Tuesday,October,2024,1,False,Morning,Off-Peak,13.24738675958188,Medium,0.9231628403889812,Excellent,Excellent,Noida Sector 15 to Gurugram Cyber City,False,6,0,Small Group,1.0,1.0,0,1.0
UBER1563,2024-02-04,16:01,Gurugram Cyber City,Noida Sector 15,9.13,Card,2,3.8,160.63,2024-02-04 16:01:00,16,Sunday,February,2024,4,True,Afternoon,Off-Peak,17.59364731653888,Medium,1.9270150401466462,Average,Average,Gurugram Cyber City to Noida Sector 15,False,3,1,Couple,1.0,1.25,1,1.25
UBER1564,2025-11-15,05:21,Dwarka,Greater Kailash,16.21,Card,4,4.0,247.29,2025-11-15 05:21:00,5,Saturday,November,2025,15,True,Morning,Off-Peak,15.255397902529301,Long,0.9411102962695436,Good,Average,Dwarka to Greater Kailash,False,4,1,Large Group,1.0,1.25,1,1.25
UBER1565,2024-07-10,08:27,Connaught Place,Vasant Kunj,28.04,Wallet,1,3.7,506.52,2024-07-10 08:27:00,8,Wednesday,July,2024,10,False,Morning,Peak,18.064194008559202,Long,0.6442294582225108,Average,Average,Connaught Place to Vasant Kunj,False,5,2,Solo,1.3,1.0,0,1.3
UBER1566,2024-10-11,08:51,Hauz Khas,Kalkaji,12.83,Cash,1,4.5,156.27,2024-10-11 08:51:00,8,Friday,October,2024,11,False,Morning,Peak,12.180046765393609,Medium,0.9493411352606086,Excellent,Good,Hauz Khas to Kalkaji,False,3,0,Solo,1.3,1.15,0,1.4949999999999999
