Trip_ID,Date,Time,Pickup_Location,Drop_Location,Distance_km,Payment_Type,Passenger_Count,Driver_Rating,Fare_Amount
UBER0839,2025-07-19,21:13,Rajouri Garden,Dwarka,9.1,Wallet,3,4.0,133.95
UBER0840,2024-03-22,11:08,Saket,Gurugram Cyber City,18.39,Cash,1,3.9,250.52
UBER0841,2025-04-13,00:41,Lajpat Nagar,Gurugram Cyber City,22.99,Wallet,1,4.4,409.73
UBER0842,2024-09-27,05:44,Noida Sector 15,Kalkaji,22.31,Wallet,3,3.5,408.24
UBER0843,2025-02-03,15:50,Lajpat Nagar,Lajpat Nagar,24.97,Wallet,4,4.5,374.57
UBER0844,2024-09-25,11:58,Saket,Hauz Khas,15.13,Cash,4,4.4,268.12
UBER0845,2024-07-21,17:57,Dwarka,Dwarka,22.4,Cash,4,4.3,395.98
UBER0846,2025-02-18,00:28,Rohini,Indraprastha,24.44,Card,2,3.3,329.79
UBER0847,2024-03-03,14:56,Janakpuri,Dwarka,1.54,Wallet,2,3.2,19.89
UBER0848,2024-07-11,00:46,Chandni Chowk,Janakpuri,8.15,Wallet,2,4.3,129.86
UBER0849,2025-09-14,17:56,Vasant Kunj,IGI Airport,28.03,Wallet,2,3.5,461.5
UBER0850,2024-02-15,18:46,Rajouri Garden,Dwarka,12.71,Card,4,4.2,224.37
UBER0851,2025-02-26,17:11,Lajpat Nagar,Noida Sector 15,6.79,Cash,2,,92.71
UBER0852,2024-02-15,23:14,Pitampura,IGI Airport,10.53,Card,3,4.3,167.37
UBER0853,2025-05-05,04:41,Mayur Vihar,Okhla,3.09,Wallet,4,3.8,60.67
UBER0854,2024-08-14,10:25,Connaught Place,Lajpat Nagar,22.85,Card,2,3.5,427.09
UBER0855,2024-06-30,00:40,Pitampura,Connaught Place,16.31,Card,2,4.2,236.65
UBER0856,2025-04-24,09:45,Karol Bagh,Karol Bagh,24.62,Wallet,3,4.4,
UBER0857,2025-07-29,06:15,Kalkaji,Kalkaji,26.29,Cash,3,3.9,415.52
UBER0858,2024-09-13,15:45,Saket,Rajouri Garden,25.43,Wallet,3,4.3,391.46
UBER0859,2024-10-23,07:50,Rohini,Indraprastha,14.71,Wallet,4,4.4,289.22
UBER0860,2025-02-25,04:00,Okhla,Saket,16.71,Wallet,3,3.3,318.59
UBER0861,2025-07-01,12:12,IGI Airport,Karol Bagh,6.68,Card,4,4.2,101.48
UBER0862,2025-02-26,10:22,Rohini,Saket,5.73,Cash,2,3.6,76.05
UBER0863,2025-01-10,14:57,Greater Kailash,Okhla,24.54,Wallet,1,4.5,330.8
UBER0864,2025-11-24,17:54,Indraprastha,Hauz Khas,15.38,Card,2,4.4,219.53
UBER0865,2024-01-24,06:50,Karol Bagh,Greater Kailash,6.08,Cash,4,3.5,107.39
UBER0866,2024-03-17,10:37,Lajpat Nagar,Noida Sector 15,10.42,Card,3,4.0,146.14
UBER0867,2024-12-02,09:31,Pitampura,Rohini,20.96,Cash,1,4.5,409.47
UBER0868,2025-11-17,07:17,Dwarka,Gurugram Cyber City,3.9,Wallet,1,4.3,77.29
UBER0869,2025-05-12,09:05,Kalkaji,IGI Airport,27.73,Card,3,3.4,400.35
UBER0870,2024-08-07,02:32,Kalkaji,Lajpat Nagar,7.24,Wallet,3,3.0,89.26
UBER0871,2025-12-28,10:17,Dwarka,Greater Kailash,6.85,Cash,3,4.2,122.95
UBER0872,2025-12-05,21:02,,Noida Sector 15,8.46,Card,1,4.9,148.97
UBER0873,2024-03-03,06:17,Vasant Kunj,Vasant Kunj,14.28,Wallet,3,3.9,173.61
UBER0874,2025-10-15,02:24,Karol Bagh,Hauz Khas,24.89,Card,3,4.4,320.55
UBER0875,2024-04-02,22:25,Rajouri Garden,Karol Bagh,18.44,Card,1,4.0,263.89
UBER0876,2024-03-07,11:36,Chandni Chowk,Connaught Place,1.49,Card,4,3.7,19.58
UBER0877,2024-01-29,20:51,Mayur Vihar,Saket,6.08,Wallet,3,3.2,113.12
UBER0878,2024-04-15,02:08,Okhla,Karol Bagh,18.39,Card,3,4.6,349.58
UBER0879,2024-04-02,23:04,Karol Bagh,Dwarka,9.31,Wallet,2,4.8,128.12
UBER0880,2025-07-24,00:45,Lajpat Nagar,Karol Bagh,22.07,Card,4,4.3,358.12
UBER0881,2024-12-26,11:15,Janakpuri,Kalkaji,7.71,Card,4,,148.7
UBER0882,2025-01-07,05:12,Vasant Kunj,Hauz Khas,29.09,Card,2,4.1,382.77
UBER0883,2024-12-03,10:46,Noida Sector 15,Greater Kailash,19.3,Card,1,4.5,
UBER0884,2025-03-31,03:00,Dwarka,Janakpuri,26.73,Wallet,1,3.6,386.89
UBER0885,2025-11-24,10:31,Okhla,Noida Sector 15,14.06,Cash,4,3.4,234.28
UBER0886,2025-03-14,00:37,Gurugram Cyber City,Lajpat Nagar,28.72,Card,2,4.0,540.8
UBER0887,2024-08-23,09:07,Gurugram Cyber City,Kalkaji,19.03,Wallet,1,4.3,366.36
UBER0888,2024-12-31,06:49,Noida Sector 15,Vasant Kunj,17.47,Card,4,4.5,224.77
UBER0889,2024-07-28,12:23,Karol Bagh,Janakpuri,2.73,Cash,1,3.7,54.39
UBER0890,2025-04-24,02:57,Okhla,Vasant Kunj,12.68,Wallet,3,3.9,239.14
UBER0891,2025-04-30,01:51,Mayur Vihar,Vasant Kunj,5.8,Cash,1,4.9,85.89
UBER0892,2025-07-20,21:38,Gurugram Cyber City,Vasant Kunj,8.1,Wallet,3,3.9,114.74
UBER0893,2024-02-02,07:52,Pitampura,Pitampura,27.48,Wallet,3,4.5,385.04
UBER0894,2025-08-09,15:17,Rajouri Garden,Greater Kailash,21.01,Wallet,3,5.0,292.77
UBER0895,2024-06-17,08:25,Indraprastha,Connaught Place,2.01,Card,2,3.7,31.16
UBER0896,2024-07-17,06:40,Pitampura,Connaught Place,23.95,Wallet,2,3.7,414.2
UBER0897,2024-04-21,10:17,Greater Kailash,Rohini,6.38,Cash,2,3.6,83.48
UBER0898,2024-01-13,13:19,Chandni Chowk,Lajpat Nagar,26.42,Cash,1,4.1,520.77
UBER0899,2025-12-29,10:20,Indraprastha,Janakpuri,23.86,Cash,3,3.4,394.89
UBER0900,2024-08-11,10:56,Rohini,Mayur Vihar,23.6,Cash,4,3.8,333.53
UBER0901,2025-07-17,22:12,Rajouri Garden,Indraprastha,23.17,Card,4,4.0,379.85
UBER0902,2025-07-27,17:43,Mayur Vihar,Hauz Khas,7.58,Cash,1,4.7,131.05
UBER0903,2024-09-01,03:23,Vasant Kunj,Rohini,7.81,Wallet,3,4.2,127.13
UBER0904,2025-08-25,22:55,Greater Kailash,IGI Airport,9.12,Cash,3,4.6,112.31
UBER0905,2025-02-10,07:55,Indraprastha,Karol Bagh,3.27,Wallet,3,4.6,53.96
UBER0906,2024-06-11,07:18,Karol Bagh,Pitampura,3.76,Wallet,3,3.8,52.81
UBER0907,2024-05-16,04:45,,Chandni Chowk,13.43,Wallet,4,,257.43
UBER0908,2024-12-31,06:28,Gurugram Cyber City,Rajouri Garden,22.31,Wallet,3,3.2,370.72
UBER0909,2024-01-26,13:15,Saket,Rajouri Garden,24.15,Card,1,4.7,354.91
UBER0910,2024-10-21,11:43,IGI Airport,Chandni Chowk,20.94,Card,2,4.9,417.96
UBER0911,2024-06-10,17:01,Kalkaji,Hauz Khas,24.79,Cash,4,4.3,344.71
UBER0912,2025-10-23,13:36,Vasant Kunj,Indraprastha,7.57,Wallet,1,4.0,112.79
UBER0913,2025-02-22,04:10,Hauz Khas,Rajouri Garden,2.78,Wallet,3,3.9,37.73
UBER0914,2024-10-12,22:18,Mayur Vihar,Mayur Vihar,15.19,Cash,1,3.4,213.94
UBER0915,2025-03-21,13:46,Greater Kailash,Lajpat Nagar,17.76,Cash,3,4.3,280.7
UBER0916,2025-11-18,22:57,Lajpat Nagar,Lajpat Nagar,3.98,Card,2,4.2,79.23
UBER0917,2025-05-02,20:48,IGI Airport,Okhla,14.75,Cash,1,4.7,271.62
UBER0918,2024-05-06,23:45,Noida Sector 15,Saket,26.32,Wallet,4,4.1,397.59
UBER0919,2024-01-04,22:46,Okhla,Kalkaji,15.2,Wallet,3,4.0,198.38
UBER0920,2025-09-23,08:01,Noida Sector 15,Indraprastha,22.78,Cash,2,4.4,432.58
UBER0921,2024-10-05,20:04,Connaught Place,Pitampura,13.34,Card,3,3.8,248.66
UBER0922,2024-11-08,03:35,Chandni Chowk,Karol Bagh,26.81,Cash,2,3.5,480.65
UBER0923,2025-02-13,09:23,Rohini,Hauz Khas,5.84,Cash,2,3.0,96.65
UBER0924,2024-04-21,00:31,Connaught Place,Gurugram Cyber City,16.03,Wallet,1,4.3,251.81
UBER0925,2024-10-01,12:33,Indraprastha,Janakpuri,15.54,Card,1,3.3,283.46
UBER0926,2024-04-01,22:40,Saket,Rohini,4.9,Wallet,2,3.4,75.03
UBER0927,2024-04-16,20:22,Rajouri Garden,Kalkaji,28.9,Wallet,1,3.8,352.1
UBER0928,2024-10-02,11:25,Connaught Place,Lajpat Nagar,16.26,Card,1,4.5,288.37
UBER0929,2025-04-17,09:52,Rohini,Kalkaji,24.07,Wallet,1,3.6,417.93
UBER0930,2025-10-10,03:36,Janakpuri,Dwarka,21.36,Wallet,4,4.1,386.89
UBER0931,2024-01-03,06:32,Rohini,Vasant Kunj,29.15,Wallet,1,3.5,375.85
UBER0932,2025-07-14,00:06,Saket,Chandni Chowk,15.28,Card,4,3.3,238.82
UBER0933,2025-11-30,03:24,Rajouri Garden,Chandni Chowk,29.94,Wallet,1,4.4,
UBER0934,2025-04-16,08:18,Janakpuri,Janakpuri,5.75,Wallet,2,4.3,90.99
UBER0935,2024-05-08,22:58,Janakpuri,Kalkaji,8.84,Wallet,2,3.7,166.9
UBER0936,2025-06-16,07:03,Mayur Vihar,Saket,29.97,Wallet,3,3.5,510.3
UBER0937,2024-09-10,06:43,Dwarka,IGI Airport,9.55,Cash,2,4.0,180.14
UBER0938,2025-06-04,10:23,IGI Airport,Gurugram Cyber City,16.37,Card,4,3.8,201.7
UBER0939,2024-11-04,11:38,Chandni Chowk,Dwarka,4.82,Card,3,4.5,89.18
UBER0940,2024-04-29,08:12,Dwarka,Janakpuri,24.2,Card,3,4.0,451.6
UBER0941,2024-03-23,04:28,Hauz Khas,Rohini,3.88,Wallet,3,4.1,50.07
UBER0942,2024-09-01,04:18,Janakpuri,Dwarka,3.18,Wallet,4,4.7,57.79
UBER0943,2025-12-13,12:51,Greater Kailash,Rajouri Garden,12.73,Wallet,3,4.4,243.18
UBER0944,2024-11-05,07:26,Vasant Kunj,Karol Bagh,2.09,Cash,2,3.5,31.99
UBER0945,2025-02-11,13:36,Indraprastha,Rajouri Garden,2.15,Cash,2,4.2,41.29
UBER0946,2025-11-09,21:13,Noida Sector 15,Greater Kailash,3.39,Card,4,,64.21
UBER0947,2024-01-02,12:06,Lajpat Nagar,Gurugram Cyber City,17.58,Card,2,4.9,332.4
UBER0948,2024-10-26,08:51,Chandni Chowk,Noida Sector 15,25.71,Cahs,1,3.9,326.43
UBER0949,2025-12-21,05:23,Pitampura,Gurugram Cyber City,9.92,Cash,3,4.6,177.46
UBER0950,2025-03-18,06:36,Hauz Khas,Rajouri Garden,9.33,Cash,2,3.1,144.71
UBER0951,2025-05-04,13:40,Lajpat Nagar,Okhla,6.68,Wallet,4,4.8,99.52
UBER0952,2025-03-24,01:46,Okhla,Rajouri Garden,24.42,Wallet,4,3.7,478.34
UBER0953,2024-06-18,22:48,Mayur Vihar,Greater Kailash,12.18,Wallet,1,3.6,231.57
UBER0954,2024-11-24,17:35,Noida Sector 15,Mayur Vihar,10.56,Card,2,3.4,156.37
UBER0955,2024-09-19,11:27,Saket,Okhla,11.0,Card,2,3.9,216.92
UBER0956,2025-12-02,22:22,Greater Kailash,Okhla,24.69,Cahs,4,3.6,337.93
UBER0957,2024-11-26,02:07,Connaught Place,Greater Kailash,7.93,Wallet,3,4.9,99.46
UBER0958,2025-05-31,22:24,,IGI Airport,26.72,Wallet,2,3.9,358.2
UBER0959,2024-06-16,20:18,Mayur Vihar,Noida Sector 15,28.27,Card,4,4.5,498.45
UBER0960,2024-05-28,08:49,Pitampura,Connaught Place,8.74,Card,1,3.4,151.74
UBER0961,2024-12-24,06:58,Mayur Vihar,Pitampura,14.87,Cash,4,3.1,221.17
UBER0962,2024-02-26,11:04,Karol Bagh,Pitampura,8.03,Wallet,3,4.2,135.25
UBER0963,2024-04-22,03:31,Connaught Place,Gurugram Cyber City,11.14,Wallet,4,3.5,177.53
UBER0964,2025-05-08,17:49,Hauz Khas,Indraprastha,4.53,Wallet,1,3.5,81.97
UBER0965,2024-03-17,11:44,Vasant Kunj,Dwarka,4.66,Card,1,4.0,57.75
UBER0966,2024-03-11,18:55,IGI Airport,Okhla,20.81,Wallet,1,4.0,383.88
UBER0967,2025-04-18,21:20,Gurugram Cyber City,Janakpuri,15.69,Card,4,3.0,308.69
UBER0968,2024-04-05,04:31,Hauz Khas,Rajouri Garden,28.9,Card,1,4.6,485.48
UBER0969,2025-11-27,18:54,Janakpuri,Greater Kailash,11.6,Card,3,4.2,166.37
UBER0970,2025-03-11,13:24,Dwarka,Dwarka,12.43,Card,3,4.1,231.41
UBER0971,2025-03-04,21:57,Saket,Hauz Khas,27.05,Wallet,4,,467.61
UBER0972,2025-05-29,08:35,Hauz Khas,Hauz Khas,14.12,Card,2,3.4,264.46
UBER0973,2025-07-04,04:40,Lajpat Nagar,IGI Airport,18.89,Cash,3,3.1,278.74
UBER0974,2024-10-21,19:29,Kalkaji,Noida Sector 15,23.16,Card,3,3.2,
UBER0975,2025-11-02,04:28,Mayur Vihar,Okhla,28.3,Wallet,1,4.9,381.54
UBER0976,2025-08-15,16:30,Noida Sector 15,Dwarka,5.48,Card,4,4.0,71.13
UBER0977,2025-05-19,00:27,Pitampura,Okhla,13.51,Cash,2,4.3,253.26
UBER0978,2024-07-26,05:59,Gurugram Cyber City,Lajpat Nagar,11.96,Wallet,3,3.1,230.53
UBER0979,2025-10-11,06:31,IGI Airport,Greater Kailash,5.7,Cash,3,4.2,74.77
UBER0980,2024-10-12,23:57,Janakpuri,Connaught Place,1.44,Cash,4,3.5,20.26
UBER0981,2024-06-06,14:43,Pitampura,Rohini,26.13,Wallet,4,4.1,463.57
UBER0982,2024-02-29,16:26,Rajouri Garden,Rohini,23.57,Card,1,4.1,369.79
UBER0983,2024-05-29,15:47,Rajouri Garden,Pitampura,15.13,Wallet,2,3.3,213.65
UBER0984,2024-02-22,12:43,,Mayur Vihar,16.34,Card,1,3.3,232.71
UBER0985,2025-08-07,00:26,Lajpat Nagar,Rajouri Garden,4.85,Wallet,3,4.6,93.83
UBER0986,2024-04-04,08:20,Vasant Kunj,Rajouri Garden,22.18,Cash,3,3.8,397.28
UBER0987,2024-06-10,21:19,Rajouri Garden,Saket,9.97,Wallet,1,3.6,198.2
UBER0988,2025-04-27,09:04,Gurugram Cyber City,Rohini,18.09,Cash,1,4.1,321.21
UBER0989,2025-10-21,00:39,Lajpat Nagar,Rohini,11.08,Card,2,3.6,142.72
UBER0990,2025-05-24,02:06,Rohini,Kalkaji,17.01,Cash,4,3.9,285.91
UBER0991,2024-10-18,22:06,Saket,Gurugram Cyber City,12.43,Wallet,4,3.8,225.35
UBER0992,2025-04-24,02:23,Greater Kailash,Karol Bagh,13.49,Cash,4,3.4,246.89
UBER0993,2024-12-28,20:01,Janakpuri,Karol Bagh,1.21,Cash,1,3.8,15.49
UBER0994,2025-04-13,14:48,Karol Bagh,Indraprastha,16.16,Wallet,3,3.4,311.01
UBER0995,2024-08-01,13:43,Greater Kailash,Connaught Place,2.75,Cash,1,,53.17
UBER0996,2025-11-03,23:14,Pitampura,Vasant Kunj,14.32,Card,2,3.3,279.74
UBER0997,2024-03-21,21:56,Okhla,Dwarka,10.93,Cash,1,3.3,135.9
UBER0998,2024-12-27,15:53,Mayur Vihar,Janakpuri,25.99,Wallet,3,4.5,387.15
UBER0999,2025-12-10,16:48,Hauz Khas,Vasant Kunj,19.6,Wallet,1,3.3,346.56
UBER1000,2024-01-07,10:20,Hauz Khas,Mayur Vihar,12.61,Card,1,3.1,161.52
UBER1001,2024-11-05,05:22,Connaught Place,Okhla,25.47,Wallet,1,3.7,429.51
UBER1002,2025-09-24,01:30,Greater Kailash,Rohini,7.46,Wallet,2,4.2,112.63
UBER1003,2024-08-14,19:06,Connaught Place,Karol Bagh,13.4,Wallet,4,3.7,193.12
UBER1004,2025-03-10,14:00,Rajouri Garden,Chandni Chowk,25.05,Wallet,2,4.2,363.3
UBER1005,2024-11-28,13:49,Indraprastha,Janakpuri,20.79,Card,3,,336.05
UBER1006,2024-11-22,23:13,Noida Sector 15,Indraprastha,8.46,Wallet,3,4.6,124.76
UBER1007,2024-01-01,16:33,Pitampura,Lajpat Nagar,3.62,Card,2,4.2,50.13
UBER1008,2025-08-11,13:01,Kalkaji,Rajouri Garden,22.21,Cash,2,3.5,333.18
UBER1009,2024-07-18,15:39,Greater Kailash,Okhla,26.91,Cash,3,4.3,461.1
UBER1010,2024-07-27,01:46,Saket,Noida Sector 15,13.1,Wallet,4,4.7,229.27
UBER1011,2024-09-16,02:53,Dwarka,Lajpat Nagar,19.31,Wallet,1,3.5,256.65
UBER1012,2024-10-27,18:50,Indraprastha,Okhla,2.33,Wallet,4,4.0,37.77
UBER1013,2024-05-25,11:13,Okhla,Okhla,19.53,Card,1,3.8,311.83
UBER1014,2025-06-23,23:50,Karol Bagh,Dwarka,26.83,Card,4,4.3,407.91
UBER1015,2024-09-10,14:04,Pitampura,Mayur Vihar,17.37,Wallet,3,3.1,
UBER1016,2024-06-23,10:22,Rajouri Garden,Janakpuri,29.11,Wallet,3,4.6,439.67
UBER1017,2025-07-24,06:31,Dwarka,Kalkaji,26.11,Wallet,3,4.6,498.7
UBER1018,2025-07-20,14:25,Vasant Kunj,Dwarka,10.15,Cash,4,3.1,163.96
UBER1019,2024-10-06,00:38,Rohini,Connaught Place,26.05,Card,3,3.6,355.81
UBER1020,2024-06-18,22:04,Pitampura,Chandni Chowk,29.26,Card,2,3.5,455.24
UBER1021,2024-04-21,10:28,Pitampura,Dwarka,10.23,Wallet,2,4.9,151.19
UBER1022,2025-09-03,07:37,Greater Kailash,IGI Airport,29.47,Card,4,4.2,437.82
UBER1023,2024-06-20,21:54,Chandni Chowk,Karol Bagh,25.11,Cash,3,3.1,444.51
UBER1024,2024-09-03,02:09,Janakpuri,Vasant Kunj,29.65,Card,1,4.7,461.67
UBER1025,2024-03-01,10:59,Hauz Khas,Karol Bagh,28.61,Wallet,2,4.2,547.49
UBER1026,2024-02-20,19:38,Rajouri Garden,Saket,13.59,Card,4,4.8,224.45
UBER1027,2024-04-28,22:52,Vasant Kunj,Lajpat Nagar,4.98,Card,1,4.3,65.5
UBER1028,2025-03-08,16:19,Okhla,Kalkaji,24.69,Cash,3,4.1,487.42
UBER1029,2025-12-23,00:23,Pitampura,Kalkaji,24.37,Card,2,4.1,327.86
UBER1030,2025-03-10,00:42,Karol Bagh,Vasant Kunj,6.9,Wallet,1,3.5,115.4
UBER1031,2024-12-19,02:18,Karol Bagh,Okhla,5.82,Card,2,4.1,103.33
UBER1032,2024-07-26,01:32,Pitampura,Lajpat Nagar,3.06,Cash,3,4.7,54.17
UBER1033,2025-02-24,00:46,Pitampura,Okhla,27.98,Cash,3,3.6,534.49
UBER1034,2024-11-24,03:25,Connaught Place,Karol Bagh,12.19,Wallet,3,,212.67
UBER1035,2025-12-29,02:14,Saket,Vasant Kunj,8.19,Cash,4,3.1,102.74
UBER1036,2024-04-09,01:26,Rajouri Garden,Janakpuri,18.11,Cash,4,3.7,224.19
UBER1037,2025-05-14,03:03,Janakpuri,Janakpuri,9.99,Cadr,1,4.5,196.99
UBER1038,2025-08-17,13:45,Hauz Khas,Gurugram Cyber City,5.8,Card,1,3.1,81.37
UBER1039,2024-10-16,13:58,Lajpat Nagar,Chandni Chowk,27.54,Wallet,4,3.6,518.11
UBER1040,2025-02-20,23:18,Indraprastha,Vasant Kunj,10.87,Card,4,,164.98
UBER1041,2025-03-10,12:33,Lajpat Nagar,Rohini,8.84,Wallet,2,4.9,139.94
UBER1042,2025-03-16,10:30,Rohini,IGI Airport,10.49,Wallet,4,4.1,208.23
UBER1043,2024-01-29,14:09,Mayur Vihar,Pitampura,24.32,Card,1,5.0,385.83
UBER1044,2024-03-26,20:56,Greater Kailash,Rohini,13.66,Card,3,4.3,176.96
UBER1045,2024-07-27,12:06,Saket,Rohini,12.77,Wallet,3,3.7,230.41
UBER1046,2025-04-27,10:36,Janakpuri,Chandni Chowk,4.02,Wallet,3,3.7,69.45
UBER1047,2025-09-19,08:38,Indraprastha,Janakpuri,12.58,Cadr,4,3.0,247.53
UBER1048,2024-03-11,03:32,Pitampura,Janakpuri,7.5,Cash,1,4.2,143.58
UBER1049,2024-01-21,19:32,Okhla,Gurugram Cyber City,8.84,Card,2,3.3,172.02
UBER1050,2024-04-08,17:00,IGI Airport,Vasant Kunj,12.3,Card,1,4.6,226.27
UBER1051,2025-03-13,05:25,Dwarka,Vasant Kunj,17.79,Card,4,4.1,321.69
UBER1052,2024-06-16,12:39,Indraprastha,Mayur Vihar,7.1,Cash,3,5.0,129.31
UBER1053,2024-02-07,10:35,Gurugram Cyber City,Okhla,20.98,Wallet,1,4.9,408.97
UBER1054,2024-12-30,09:35,Dwarka,Pitampura,21.19,Wallet,3,3.7,364.76
UBER1055,2024-04-17,11:39,Greater Kailash,Rohini,13.18,Card,3,4.3,188.6
UBER1056,2024-07-21,08:38,Rohini,Vasant Kunj,6.88,Cash,1,3.1,111.54
UBER1057,2024-04-26,07:52,Kalkaji,Hauz Khas,14.7,Wallet,4,4.3,206.44
UBER1058,2025-06-08,20:35,Noida Sector 15,Greater Kailash,11.18,Wallet,2,3.3,156.54
UBER1059,2024-12-26,07:26,IGI Airport,Dwarka,24.44,Card,4,4.9,376.61
UBER1060,2024-10-04,15:15,Indraprastha,Okhla,19.26,Card,3,3.7,291.46
UBER1061,2025-09-09,22:03,Lajpat Nagar,Hauz Khas,3.91,Card,2,4.7,67.35
UBER1062,2025-10-27,08:51,Greater Kailash,Lajpat Nagar,3.94,Cash,1,3.2,51.16
UBER1063,2025-03-05,03:19,Janakpuri,Hauz Khas,14.44,Card,1,3.9,173.35
UBER1064,2025-02-12,06:15,Chandni Chowk,Rohini,1.09,Card,3,3.3,21.1
UBER1065,2025-01-01,12:51,Janakpuri,Gurugram Cyber City,29.13,Card,3,3.2,490.42
UBER1066,2025-06-22,05:44,Kalkaji,Gurugram Cyber City,22.52,Card,4,3.9,307.29
UBER1067,2024-06-08,06:58,Noida Sector 15,Okhla,1.32,Card,2,3.6,20.07
UBER1068,2025-02-15,01:10,Okhla,Dwarka,8.44,Card,4,4.2,132.12
UBER1069,2024-08-05,06:54,Noida Sector 15,Pitampura,20.64,Wallet,2,4.8,305.24
UBER1070,2024-02-21,11:53,Indraprastha,Saket,11.24,Wallet,4,3.7,148.9
UBER1071,2024-09-10,16:39,Janakpuri,Rohini,19.48,Card,3,3.9,306.72
UBER1072,2024-10-23,15:41,Chandni Chowk,Rohini,19.63,Wallet,1,3.5,240.24
UBER1073,2025-07-27,18:40,Indraprastha,Saket,4.32,Card,3,4.7,67.64
UBER1074,2024-11-18,07:14,Pitampura,Kalkaji,17.6,Wallet,2,4.5,226.05
UBER1075,2024-04-23,04:24,Greater Kailash,Janakpuri,9.83,Cash,1,3.0,168.53
UBER1076,2025-10-02,03:11,Hauz Khas,Janakpuri,29.13,Cash,3,4.0,451.74
UBER1077,2024-01-18,15:50,IGI Airport,Janakpuri,6.3,Card,1,4.6,104.39
UBER1078,2024-07-30,04:59,Hauz Khas,Dwarka,22.13,Cash,2,3.5,420.3
UBER1079,2025-02-22,19:10,Kalkaji,Indraprastha,19.78,Cash,1,,272.46
UBER1080,2024-07-04,14:16,Noida Sector 15,Gurugram Cyber City,21.95,Card,2,4.2,
UBER1081,2024-01-13,18:24,Indraprastha,Rohini,13.68,Wallet,1,4.4,261.29
UBER1082,2025-09-23,02:16,Noida Sector 15,Janakpuri,22.95,Card,4,4.4,374.44
UBER1083,2025-10-18,23:44,Pitampura,Connaught Place,14.67,Card,1,4.4,249.34
UBER1084,2024-04-10,03:46,,Chandni Chowk,22.58,Card,4,4.3,384.01
UBER1085,2024-07-04,02:47,Vasant Kunj,IGI Airport,12.61,Wallet,1,4.9,246.65
UBER1086,2024-03-16,18:18,Hauz Khas,IGI Airport,21.37,Cash,2,4.2,422.64
UBER1087,2025-02-01,18:37,Kalkaji,Indraprastha,12.92,Wallet,1,4.5,220.38
UBER1088,2024-11-08,21:55,Rohini,Lajpat Nagar,14.0,Wallet,3,3.5,197.39
UBER1089,2024-01-21,22:30,Dwarka,Noida Sector 15,14.72,Card,4,3.6,231.99
UBER1090,2024-10-17,18:13,Karol Bagh,Indraprastha,18.09,Card,3,4.4,307.62
UBER1091,2025-05-07,23:24,Noida Sector 15,Chandni Chowk,29.18,Wallet,4,4.8,500.92
UBER1092,2025-03-05,13:18,Mayur Vihar,Hauz Khas,26.1,Cash,2,4.3,413.9
UBER1093,2024-11-23,22:21,Vasant Kunj,Greater Kailash,21.12,Cash,1,3.9,307.92
UBER1094,2024-11-27,11:10,Gurugram Cyber City,Dwarka,19.29,Card,1,4.2,266.86
UBER1095,2024-02-04,06:46,Pitampura,Rajouri Garden,9.45,Card,2,,
UBER1096,2024-05-20,17:06,Saket,IGI Airport,20.55,Cadr,3,3.1,405.57
UBER1097,2025-08-07,12:32,Noida Sector 15,Kalkaji,1.87,Wallet,1,4.4,34.12
UBER1098,2025-12-20,03:54,Vasant Kunj,Okhla,5.37,Card,2,4.0,101.93
UBER1099,2024-09-03,11:21,IGI Airport,Greater Kailash,15.06,Cash,1,4.8,265.05
UBER1100,2024-06-06,21:59,Kalkaji,Kalkaji,18.1,Wallet,3,3.2,343.93
UBER1101,2025-03-30,02:50,Hauz Khas,Rajouri Garden,6.27,Cash,1,4.8,120.73
UBER1102,2025-04-02,21:13,Gurugram Cyber City,Dwarka,13.9,Cash,4,3.1,246.94
UBER1103,2024-03-24,11:23,Rohini,Saket,26.83,Wallet,1,3.8,396.92
UBER1104,2024-05-20,09:14,Dwarka,Indraprastha,26.82,Wallet,1,3.8,421.01
UBER1105,2025-03-16,23:12,Karol Bagh,Greater Kailash,29.46,Wallet,1,3.4,387.34
UBER1106,2024-10-05,16:24,Okhla,IGI Airport,24.26,Wallet,3,3.4,440.43
UBER1107,2025-04-05,09:32,Rohini,IGI Airport,4.79,Card,4,3.5,78.54
UBER1108,2024-08-12,12:20,Chandni Chowk,Janakpuri,7.31,Wallet,2,4.9,108.44
UBER1109,2024-04-08,01:56,Rohini,Vasant Kunj,12.06,Cash,3,4.6,223.3
UBER1110,2025-08-06,06:35,Gurugram Cyber City,Okhla,1.98,Card,3,3.9,38.02
UBER1111,2025-03-14,04:59,Saket,Gurugram Cyber City,9.69,Cash,1,4.4,184.57
UBER1112,2024-11-24,23:10,Noida Sector 15,Rohini,2.01,Card,2,4.4,
UBER1113,2025-09-23,20:39,Dwarka,Indraprastha,21.76,Cash,2,4.6,404.24
UBER1114,2025-12-14,02:58,Janakpuri,Janakpuri,23.38,Card,3,4.9,464.53
UBER1115,2025-10-04,06:30,Lajpat Nagar,Gurugram Cyber City,22.35,Wallet,4,3.0,294.12
UBER1116,2024-10-06,06:35,Rajouri Garden,Noida Sector 15,7.98,Cash,3,4.7,125.09
UBER1117,2024-12-02,14:54,Rohini,Noida Sector 15,24.95,Wallet,2,3.4,459.52
UBER1118,2025-10-15,17:05,Karol Bagh,Janakpuri,21.25,Cash,4,4.9,382.07
